timestamp_ms,x,y,z,roll,pitch,yaw,target_x,target_y,target_z,target_yaw
1746110094712.000000,-0.487537,-0.033141,0.632444,0.320109,-0.039748,-0.101254,0.000000,0.000000,1.000000,0.000000
1746110094812.000000,-0.481736,-0.025226,0.624803,0.318642,-0.042378,-0.095137,0.000000,0.000000,1.000000,0.000000
1746110094913.000000,-0.476004,-0.016996,0.617452,0.306611,-0.047005,-0.098537,0.000000,0.000000,1.000000,0.000000
1746110095013.000000,-0.470850,-0.008844,0.609924,0.310028,-0.045451,-0.094911,0.000000,0.000000,1.000000,0.000000
1746110095113.000000,-0.466340,-0.001153,0.603613,0.317497,-0.055504,-0.102498,0.000000,0.000000,1.000000,0.000000
1746110095214.000000,-0.462174,0.007323,0.597000,0.321027,-0.044099,-0.095604,0.000000,0.000000,1.000000,0.000000
1746110095314.000000,-0.457825,0.014796,0.590234,0.315321,-0.035778,-0.093917,0.000000,0.000000,1.000000,0.000000
1746110095414.000000,-0.453522,0.022753,0.583039,0.332335,-0.040422,-0.097191,0.000000,0.000000,1.000000,0.000000
1746110095515.000000,-0.449191,0.030497,0.575864,0.328410,-0.048622,-0.098542,0.000000,0.000000,1.000000,0.000000
1746110095615.000000,-0.445223,0.038386,0.568221,0.325961,-0.045979,-0.104962,0.000000,0.000000,1.000000,0.000000
1746110095715.000000,-0.441456,0.045836,0.560776,0.334456,-0.047021,-0.098889,0.000000,0.000000,1.000000,0.000000
1746110095816.000000,-0.437620,0.053163,0.552712,0.319334,-0.043837,-0.097742,0.000000,0.000000,1.000000,0.000000
1746110095916.000000,-0.434749,0.060112,0.544971,0.328962,-0.045125,-0.099112,0.000000,0.000000,1.000000,0.000000
1746110096016.000000,-0.432354,0.067448,0.537445,0.337796,-0.047737,-0.101538,0.000000,0.000000,1.000000,0.000000
1746110096116.000000,-0.430584,0.074379,0.530794,0.319621,-0.039098,-0.105975,0.000000,0.000000,1.000000,0.000000
1746110096216.000000,-0.429686,0.081570,0.524078,0.323309,-0.031295,-0.086715,0.000000,0.000000,1.000000,0.000000
1746110096316.000000,-0.428678,0.089070,0.516597,0.329060,-0.036810,-0.099106,0.000000,0.000000,1.000000,0.000000
1746110096417.000000,-0.427972,0.096061,0.509997,0.334085,-0.038264,-0.093309,0.000000,0.000000,1.000000,0.000000
1746110096517.000000,-0.426977,0.102991,0.502345,0.326144,-0.043898,-0.099492,0.000000,0.000000,1.000000,0.000000
1746110096617.000000,-0.426174,0.110333,0.494913,0.329346,-0.038490,-0.100129,0.000000,0.000000,1.000000,0.000000
1746110096717.000000,-0.425687,0.117356,0.487699,0.334449,-0.034525,-0.106257,0.000000,0.000000,1.000000,0.000000
1746110096818.000000,-0.425188,0.124096,0.479985,0.337592,-0.045833,-0.099487,0.000000,0.000000,1.000000,0.000000
1746110096918.000000,-0.425040,0.132095,0.471879,0.331177,-0.040582,-0.094200,0.000000,0.000000,1.000000,0.000000
1746110097018.000000,-0.424864,0.139204,0.465000,0.339171,-0.041828,-0.094688,0.000000,0.000000,1.000000,0.000000
1746110097119.000000,-0.424480,0.146239,0.457348,0.336306,-0.047224,-0.101728,0.000000,0.000000,1.000000,0.000000
1746110097219.000000,-0.424810,0.153578,0.450235,0.340279,-0.039781,-0.106038,0.000000,0.000000,1.000000,0.000000
1746110097319.000000,-0.425378,0.160673,0.442642,0.343059,-0.045695,-0.104375,0.000000,0.000000,1.000000,0.000000
1746110097420.000000,-0.426373,0.168125,0.434904,0.335455,-0.046870,-0.101114,0.000000,0.000000,1.000000,0.000000
1746110097520.000000,-0.427610,0.176138,0.426401,0.343324,-0.042336,-0.099417,0.000000,0.000000,1.000000,0.000000
1746110097620.000000,-0.429446,0.184557,0.418222,0.357570,-0.038947,-0.099731,0.000000,0.000000,1.000000,0.000000
1746110097720.000000,-0.431248,0.193121,0.408875,0.351329,-0.040141,-0.102135,0.000000,0.000000,1.000000,0.000000
1746110097821.000000,-0.433090,0.200999,0.399792,0.351668,-0.039067,-0.097326,0.000000,0.000000,1.000000,0.000000
1746110097921.000000,-0.434959,0.208108,0.390427,0.351575,-0.039943,-0.101331,0.000000,0.000000,1.000000,0.000000
1746110098021.000000,-0.436828,0.214772,0.381763,0.353988,-0.039045,-0.095679,0.000000,0.000000,1.000000,0.000000
1746110098121.000000,-0.439015,0.220938,0.374914,0.343647,-0.040195,-0.096890,0.000000,0.000000,1.000000,0.000000
1746110098222.000000,-0.441195,0.226578,0.369252,0.356859,-0.040167,-0.097641,0.000000,0.000000,1.000000,0.000000
1746110098322.000000,-0.443215,0.231291,0.365546,0.349897,-0.041904,-0.095156,0.000000,0.000000,1.000000,0.000000
1746110098422.000000,-0.444402,0.234760,0.364213,0.340943,-0.043309,-0.100213,0.000000,0.000000,1.000000,0.000000
1746110098522.000000,-0.447051,0.239996,0.363897,0.351177,-0.040729,-0.100560,0.000000,0.000000,1.000000,0.000000
1746110098623.000000,-0.450501,0.246112,0.366232,0.354247,-0.043204,-0.100064,0.000000,0.000000,1.000000,0.000000
1746110098723.000000,-0.452688,0.249277,0.368298,0.353554,-0.039202,-0.094897,0.000000,0.000000,1.000000,0.000000
1746110098824.000000,-0.455508,0.253048,0.371184,0.349872,-0.040833,-0.095027,0.000000,0.000000,1.000000,0.000000
1746110098924.000000,-0.458267,0.256700,0.373303,0.352717,-0.047134,-0.098432,0.000000,0.000000,1.000000,0.000000
1746110099024.000000,-0.461221,0.259787,0.375691,0.348915,-0.043768,-0.094761,0.000000,0.000000,1.000000,0.000000
1746110099125.000000,-0.464098,0.262162,0.377898,0.348052,-0.058362,-0.100955,0.000000,0.000000,1.000000,0.000000
1746110099225.000000,-0.467125,0.264207,0.379077,0.342227,-0.043446,-0.105749,0.000000,0.000000,1.000000,0.000000
1746110099326.000000,-0.470033,0.265286,0.380065,0.340926,-0.043607,-0.097159,0.000000,0.000000,1.000000,0.000000
1746110099426.000000,-0.473610,0.266619,0.381407,0.329427,-0.025318,-0.084170,0.000000,0.000000,1.000000,0.000000
1746110099526.000000,-0.476040,0.267178,0.382364,0.343008,-0.046578,-0.096491,0.000000,0.000000,1.000000,0.000000
1746110099626.000000,-0.479058,0.267514,0.383107,0.339247,-0.045549,-0.099177,0.000000,0.000000,1.000000,0.000000
1746110099727.000000,-0.481755,0.267436,0.384142,0.341419,-0.049759,-0.102007,0.000000,0.000000,1.000000,0.000000
1746110099827.000000,-0.484704,0.267878,0.385304,0.347835,-0.042693,-0.102210,0.000000,0.000000,1.000000,0.000000
1746110099927.000000,-0.487040,0.267564,0.385896,0.336383,-0.055350,-0.103775,0.000000,0.000000,1.000000,0.000000
1746110100027.000000,-0.489149,0.267871,0.386938,0.335659,-0.057416,-0.097715,0.000000,0.000000,1.000000,0.000000
1746110100127.000000,-0.491939,0.268146,0.386642,0.344607,-0.048892,-0.103153,0.000000,0.000000,1.000000,0.000000
1746110100228.000000,-0.494649,0.268642,0.387141,0.341252,-0.053386,-0.103344,0.000000,0.000000,1.000000,0.000000
1746110100328.000000,-0.497835,0.269505,0.387454,0.339592,-0.046327,-0.096332,0.000000,0.000000,1.000000,0.000000
1746110100428.000000,-0.500906,0.270757,0.388085,0.352323,-0.048442,-0.103603,0.000000,0.000000,1.000000,0.000000
1746110100528.000000,-0.503708,0.271500,0.388828,0.349154,-0.051995,-0.097340,0.000000,0.000000,1.000000,0.000000
1746110100629.000000,-0.507124,0.272800,0.389374,0.351237,-0.052264,-0.104804,0.000000,0.000000,1.000000,0.000000
1746110100729.000000,-0.510448,0.273908,0.390259,0.355784,-0.056592,-0.101643,0.000000,0.000000,1.000000,0.000000
1746110100829.000000,-0.514812,0.275133,0.391020,0.345858,-0.057712,-0.098840,0.000000,0.000000,1.000000,0.000000
1746110100929.000000,-0.518994,0.275597,0.391179,0.344661,-0.044048,-0.108764,0.000000,0.000000,1.000000,0.000000
1746110101030.000000,-0.523562,0.275907,0.390215,0.346677,-0.055118,-0.097868,0.000000,0.000000,1.000000,0.000000
1746110101130.000000,-0.528009,0.275863,0.388899,0.348814,-0.050390,-0.101571,0.000000,0.000000,1.000000,0.000000
1746110101230.000000,-0.532377,0.276158,0.388646,0.346241,-0.043455,-0.101130,0.000000,0.000000,1.000000,0.000000
1746110101331.000000,-0.536941,0.277729,0.387156,0.364227,-0.046139,-0.093159,0.000000,0.000000,1.000000,0.000000
1746110101431.000000,-0.540873,0.278288,0.387227,0.365833,-0.050740,-0.100908,0.000000,0.000000,1.000000,0.000000
1746110166699.000000,-0.494926,-0.388251,0.848806,0.267758,-0.040190,-0.086592,0.000000,0.000000,1.000000,0.000000
1746110166799.000000,-0.496012,-0.388451,0.849345,0.268718,-0.045292,-0.089212,0.000000,0.000000,1.000000,0.000000
1746110166900.000000,-0.497805,-0.388003,0.849807,0.259323,-0.037551,-0.081997,0.000000,0.000000,1.000000,0.000000
1746110167000.000000,-0.499083,-0.387762,0.850753,0.266072,-0.028291,-0.094452,0.000000,0.000000,1.000000,0.000000
1746110167100.000000,-0.500886,-0.386792,0.850626,0.270931,-0.039754,-0.092237,0.000000,0.000000,1.000000,0.000000
1746110167201.000000,-0.502898,-0.385780,0.850700,0.278853,-0.034833,-0.098164,0.000000,0.000000,1.000000,0.000000
1746110167301.000000,-0.505066,-0.384797,0.850614,0.279620,-0.035876,-0.095374,0.000000,0.000000,1.000000,0.000000
1746110167401.000000,-0.507576,-0.383722,0.849634,0.274672,-0.041544,-0.082397,0.000000,0.000000,1.000000,0.000000
1746110167502.000000,-0.509997,-0.382866,0.848458,0.278947,-0.042356,-0.095249,0.000000,0.000000,1.000000,0.000000
1746110167602.000000,-0.512662,-0.382136,0.846493,0.282333,-0.033723,-0.093031,0.000000,0.000000,1.000000,0.000000
1746110167702.000000,-0.515057,-0.380887,0.845187,0.270919,-0.031334,-0.081048,0.000000,0.000000,1.000000,0.000000
1746110167803.000000,-0.517443,-0.379587,0.844600,0.266167,-0.023788,-0.094041,0.000000,0.000000,1.000000,0.000000
1746110167903.000000,-0.518179,-0.377869,0.845360,0.256617,-0.019000,-0.089021,0.000000,0.000000,1.000000,0.000000
1746110168003.000000,-0.518337,-0.374072,0.846266,0.260248,-0.020512,-0.081116,0.000000,0.000000,1.000000,0.000000
1746110168103.000000,-0.517116,-0.369791,0.848376,0.266242,-0.021385,-0.087066,0.000000,0.000000,1.000000,0.000000
1746110168204.000000,-0.514667,-0.363792,0.850868,0.257772,-0.015466,-0.094033,0.000000,0.000000,1.000000,0.000000
1746110168304.000000,-0.511179,-0.357078,0.854615,0.256279,-0.016884,-0.087792,0.000000,0.000000,1.000000,0.000000
1746110168405.000000,-0.507361,-0.348281,0.858606,0.264403,-0.011392,-0.085048,0.000000,0.000000,1.000000,0.000000
1746110168505.000000,-0.501271,-0.339758,0.864047,0.260544,-0.019738,-0.088520,0.000000,0.000000,1.000000,0.000000
1746110168605.000000,-0.494568,-0.330933,0.868827,0.260707,-0.022795,-0.088013,0.000000,0.000000,1.000000,0.000000
1746110168706.000000,-0.487461,-0.322122,0.873358,0.265536,-0.020812,-0.094216,0.000000,0.000000,1.000000,0.000000
1746110168806.000000,-0.479177,-0.313198,0.877582,0.251171,-0.020375,-0.090541,0.000000,0.000000,1.000000,0.000000
1746110168906.000000,-0.470763,-0.303777,0.881238,0.267218,-0.019305,-0.090869,0.000000,0.000000,1.000000,0.000000
1746110169006.000000,-0.461470,-0.294157,0.885092,0.256737,-0.028473,-0.091251,0.000000,0.000000,1.000000,0.000000
1746110169107.000000,-0.452063,-0.283922,0.889275,0.266326,-0.028119,-0.086763,0.000000,0.000000,1.000000,0.000000
1746110169207.000000,-0.442403,-0.273017,0.894016,0.267958,-0.026602,-0.090991,0.000000,0.000000,1.000000,0.000000
1746110169307.000000,-0.432254,-0.262194,0.898987,0.275469,-0.027683,-0.090986,0.000000,0.000000,1.000000,0.000000
1746110169408.000000,-0.422210,-0.251363,0.903553,0.271846,-0.041827,-0.094299,0.000000,0.000000,1.000000,0.000000
1746110169508.000000,-0.411636,-0.241075,0.908073,0.272534,-0.028939,-0.089478,0.000000,0.000000,1.000000,0.000000
1746110169608.000000,-0.406079,-0.235567,0.910496,0.277075,-0.034398,-0.093132,3.000000,1.000000,1.000000,0.000000
1746110169708.000000,-0.390182,-0.220787,0.915461,0.269889,-0.036362,-0.088010,3.000000,1.000000,1.000000,0.000000
1746110169808.000000,-0.379766,-0.211760,0.919314,0.259730,-0.031943,-0.080326,3.000000,1.000000,1.000000,0.000000
1746110169909.000000,-0.370533,-0.203739,0.922482,0.271473,-0.051601,-0.090189,3.000000,1.000000,1.000000,0.000000
1746110170009.000000,-0.361222,-0.196147,0.926638,0.265505,-0.031850,-0.089370,3.000000,1.000000,1.000000,0.000000
1746110170109.000000,-0.352365,-0.189074,0.930363,0.256543,-0.034186,-0.088771,3.000000,1.000000,1.000000,0.000000
1746110170210.000000,-0.343619,-0.181273,0.933566,0.261462,-0.028654,-0.087685,3.000000,1.000000,1.000000,0.000000
1746110170310.000000,-0.338173,-0.176350,0.935723,0.269748,-0.030925,-0.091084,3.000000,1.000000,1.000000,0.000000
1746110170410.000000,-0.328277,-0.167468,0.937724,0.257609,-0.025616,-0.091538,3.000000,1.000000,1.000000,0.000000
1746110170511.000000,-0.317336,-0.158309,0.939620,0.257448,-0.027136,-0.088097,3.000000,1.000000,1.000000,0.000000
1746110170611.000000,-0.301969,-0.145892,0.941040,0.249798,-0.040908,-0.087878,3.000000,1.000000,1.000000,0.000000
1746110170711.000000,-0.293237,-0.138972,0.941738,0.254735,-0.034463,-0.089821,3.000000,1.000000,1.000000,0.000000
1746110170812.000000,-0.279545,-0.128001,0.942554,0.252816,-0.039805,-0.090871,3.000000,1.000000,1.000000,0.000000
1746110170912.000000,-0.266030,-0.117132,0.944089,0.258930,-0.028676,-0.085617,3.000000,1.000000,1.000000,0.000000
1746110171012.000000,-0.251210,-0.104581,0.944427,0.250459,-0.039730,-0.083370,3.000000,1.000000,1.000000,0.000000
1746110171112.000000,-0.237581,-0.092426,0.944119,0.258305,-0.036524,-0.085819,3.000000,1.000000,1.000000,0.000000
1746110171213.000000,-0.223173,-0.079006,0.944250,0.259981,-0.037502,-0.089265,3.000000,1.000000,1.000000,0.000000
1746110171313.000000,-0.209571,-0.066192,0.944522,0.253997,-0.046569,-0.085104,3.000000,1.000000,1.000000,0.000000
1746110171413.000000,-0.193761,-0.051827,0.946404,0.248050,-0.045675,-0.085045,3.000000,1.000000,1.000000,0.000000
1746110171514.000000,-0.180707,-0.039308,0.945830,0.255035,-0.042543,-0.087608,3.000000,1.000000,1.000000,0.000000
1746110171614.000000,-0.166673,-0.026115,0.947433,0.258706,-0.040838,-0.085500,3.000000,1.000000,1.000000,0.000000
1746110171715.000000,-0.153125,-0.013873,0.947878,0.256564,-0.047949,-0.088249,3.000000,1.000000,1.000000,0.000000
1746110171815.000000,-0.138569,-0.001458,0.948706,0.253926,-0.040096,-0.089401,3.000000,1.000000,1.000000,0.000000
1746110171915.000000,-0.124554,0.010224,0.949813,0.255954,-0.031866,-0.088518,3.000000,1.000000,1.000000,0.000000
1746110172016.000000,-0.109028,0.022765,0.951114,0.245261,-0.040788,-0.089562,3.000000,1.000000,1.000000,0.000000
1746110172116.000000,-0.094410,0.034659,0.951370,0.261912,-0.046202,-0.090801,3.000000,1.000000,1.000000,0.000000
1746110172216.000000,-0.080221,0.046203,0.952049,0.255701,-0.044578,-0.089571,3.000000,1.000000,1.000000,0.000000
1746110172317.000000,-0.066091,0.057988,0.952768,0.262866,-0.042044,-0.093715,3.000000,1.000000,1.000000,0.000000
1746110172417.000000,-0.051901,0.070040,0.953667,0.253934,-0.038574,-0.092197,3.000000,1.000000,1.000000,0.000000
1746110172517.000000,-0.037539,0.082286,0.955126,0.257228,-0.044477,-0.088368,3.000000,1.000000,1.000000,0.000000
1746110172618.000000,-0.022970,0.094731,0.956696,0.251715,-0.044960,-0.087962,3.000000,1.000000,1.000000,0.000000
1746110172718.000000,-0.009038,0.106839,0.957838,0.254125,-0.039191,-0.092470,3.000000,1.000000,1.000000,0.000000
1746110172818.000000,0.004312,0.118600,0.958217,0.255299,-0.045584,-0.091527,3.000000,1.000000,1.000000,0.000000
1746110172919.000000,0.017256,0.130491,0.958724,0.259619,-0.032419,-0.095877,3.000000,1.000000,1.000000,0.000000
1746110173019.000000,0.029678,0.142267,0.958664,0.255901,-0.032778,-0.093006,3.000000,1.000000,1.000000,0.000000
1746110173119.000000,0.042975,0.154628,0.959446,0.257778,-0.045389,-0.091131,3.000000,1.000000,1.000000,0.000000
1746110173219.000000,0.055313,0.166507,0.959741,0.260467,-0.042174,-0.094525,3.000000,1.000000,1.000000,0.000000
1746110173319.000000,0.067908,0.178846,0.959948,0.262902,-0.043902,-0.090237,3.000000,1.000000,1.000000,0.000000
1746110173420.000000,0.079733,0.190287,0.960460,0.254388,-0.040597,-0.085277,3.000000,1.000000,1.000000,0.000000
1746110173520.000000,0.091923,0.202374,0.960925,0.259886,-0.040161,-0.087939,3.000000,1.000000,1.000000,0.000000
1746110173620.000000,0.103674,0.214274,0.960961,0.258745,-0.036860,-0.092315,3.000000,1.000000,1.000000,0.000000
1746110173721.000000,0.115980,0.226652,0.960851,0.253632,-0.034735,-0.087770,3.000000,1.000000,1.000000,0.000000
1746110173821.000000,0.128272,0.238986,0.960341,0.251995,-0.040199,-0.088356,3.000000,1.000000,1.000000,0.000000
1746110173921.000000,0.141404,0.251864,0.959451,0.254766,-0.039210,-0.086762,3.000000,1.000000,1.000000,0.000000
1746110174021.000000,0.153766,0.263791,0.958055,0.262579,-0.039401,-0.091928,3.000000,1.000000,1.000000,0.000000
1746110174122.000000,0.166301,0.275937,0.957048,0.267628,-0.044082,-0.087747,3.000000,1.000000,1.000000,0.000000
1746110174222.000000,0.179210,0.288265,0.955323,0.250372,-0.035080,-0.087654,3.000000,1.000000,1.000000,0.000000
1746110174322.000000,0.191767,0.300359,0.954627,0.259578,-0.043323,-0.088186,3.000000,1.000000,1.000000,0.000000
1746110174423.000000,0.204080,0.312025,0.954037,0.254814,-0.041218,-0.086151,3.000000,1.000000,1.000000,0.000000
1746110174523.000000,0.216252,0.323578,0.953161,0.256556,-0.035797,-0.087819,3.000000,1.000000,1.000000,0.000000
1746110174623.000000,0.228361,0.335405,0.952349,0.258500,-0.029375,-0.091461,3.000000,1.000000,1.000000,0.000000
1746110174724.000000,0.240881,0.347696,0.951885,0.263529,-0.025458,-0.093586,3.000000,1.000000,1.000000,0.000000
1746110174824.000000,0.247546,0.354144,0.951512,0.251683,-0.026885,-0.087263,3.000000,1.000000,1.000000,0.000000
1746110174924.000000,0.267281,0.373041,0.950909,0.252061,-0.038809,-0.084426,3.000000,1.000000,1.000000,0.000000
1746110175024.000000,0.281547,0.386707,0.950566,0.260482,-0.037948,-0.088977,3.000000,1.000000,1.000000,0.000000
1746110175125.000000,0.288990,0.393952,0.950161,0.265639,-0.044254,-0.090041,3.000000,1.000000,1.000000,0.000000
1746110175225.000000,0.307779,0.412891,0.949665,0.262645,-0.047699,-0.089680,3.000000,1.000000,1.000000,0.000000
1746110175325.000000,0.315952,0.421482,0.949503,0.260913,-0.040917,-0.085543,3.000000,1.000000,1.000000,0.000000
1746110175426.000000,0.328856,0.435589,0.948931,0.252380,-0.035615,-0.086821,3.000000,1.000000,1.000000,0.000000
1746110175526.000000,0.340941,0.449035,0.949156,0.264055,-0.039871,-0.089433,3.000000,1.000000,1.000000,0.000000
1746110175626.000000,0.354192,0.463893,0.949777,0.260025,-0.044437,-0.088444,3.000000,1.000000,1.000000,0.000000
1746110175726.000000,0.365915,0.477507,0.950387,0.272701,-0.037421,-0.096278,3.000000,1.000000,1.000000,0.000000
