timestamp_ms,x,y,z,roll,pitch,yaw,target_x,target_y,target_z,target_yaw
1746713472741.000000,-0.826117,0.058531,0.867155,0.223970,-0.069670,-0.069089,0.000000,0.000000,1.000000,0.000000
1746713472868.000000,-0.836402,0.060978,0.861108,0.223512,-0.055363,-0.058804,0.000000,0.000000,1.000000,0.000000
1746713472968.000000,-0.843828,0.062992,0.855904,0.224602,-0.058085,-0.065192,0.000000,0.000000,1.000000,0.000000
1746713473069.000000,-0.850628,0.065593,0.850493,0.209202,-0.047388,-0.060075,0.000000,0.000000,1.000000,0.000000
1746713473169.000000,-0.856513,0.067347,0.846677,0.214961,-0.058705,-0.067588,0.000000,0.000000,1.000000,0.000000
1746713473269.000000,-0.861774,0.069735,0.842299,0.231280,-0.062158,-0.071310,0.000000,0.000000,1.000000,0.000000
1746713473369.000000,-0.867165,0.071695,0.839654,0.228563,-0.069904,-0.073723,0.000000,0.000000,1.000000,0.000000
1746713473470.000000,-0.871528,0.072986,0.838222,0.232060,-0.070376,-0.069510,0.000000,0.000000,1.000000,0.000000
1746713473570.000000,-0.876078,0.074228,0.836352,0.213063,-0.056622,-0.058888,0.000000,0.000000,1.000000,0.000000
1746713473670.000000,-0.879674,0.075436,0.836253,0.218656,-0.053483,-0.058795,0.000000,0.000000,1.000000,0.000000
1746713473770.000000,-0.882639,0.076545,0.837241,0.229422,-0.064941,-0.075267,0.000000,0.000000,1.000000,0.000000
1746713473870.000000,-0.884935,0.077228,0.839041,0.227105,-0.053813,-0.067394,0.000000,0.000000,1.000000,0.000000
1746713473970.000000,-0.887506,0.078201,0.841591,0.233592,-0.062713,-0.069375,0.000000,0.000000,1.000000,0.000000
1746713474070.000000,-0.889114,0.078802,0.842578,0.222534,-0.077017,-0.070535,0.000000,0.000000,1.000000,0.000000
1746713474171.000000,-0.894415,0.080522,0.847319,0.210167,-0.071895,-0.071819,0.000000,0.000000,1.000000,0.000000
1746713474271.000000,-0.898182,0.081978,0.850483,0.212740,-0.069776,-0.067365,0.000000,0.000000,1.000000,0.000000
1746713474371.000000,-0.901679,0.083490,0.854093,0.230384,-0.070773,-0.074440,0.000000,0.000000,1.000000,0.000000
1746713474471.000000,-0.906484,0.085621,0.858299,0.223713,-0.069726,-0.076061,0.000000,0.000000,1.000000,0.000000
